,STATE,STATUS,STATE SUMMARY,Source of Action,Name of Source,Type of Action,Order/declaration affects residential eviction/civil proceedings ,Hyperlink to Source (Not Included in State Summary Row),Date of Issue,Effective Date,Expiration Date ,Date Moratorium Began to Lift,Expired/Replaced,Prohibits law enforcement from executing new and past orders of eviction,"Status of non-emergency civil court proceedings 
",Remote hearings allowed in non-emergency civil cases ,"Applies to civil cases, which should include eviction cases ",Applies to eviction cases directly,Applies to commercial eviction directly,Applies to foreclosure or foreclosure eviction cases directly,"Exempts criminal activity, damage to property, emergency, nuisance or cases to protect public health from eviction freeze ",Only applies to certain eviction cases ,"If limited to certain eviction cases, the freeze only applies to these cases  
","Tolls, extends or stays court deadlines",Date to which deadlines are tolled,"Suspends all five stages of eviction (notice, filing, hearing, ruling, execution) ",1. Suspends Notice of Eviction to Tenant ,2. Suspends Filing of Eviction Claim,3. Suspends Hearings on Eviction ,"4. Stays Order, Judgment or Writ of Eviction ",5. Suspends enforcement of new order of eviction,Prohibits issuance of late fees to landlord ,Requires certification that property is not covered under CARES Act Moratorium,Order/Declaration discusses effect of housing on public health,Order/Declaration discusses economic consequences on housing,Model order,Brief Summary of What Order Does,Moratorium Extended Past Emergency Declaration,Free Utility Reconnection,No Utility Disconnection,No Reporting to Credit Bureau,Grace Period to Pay Rent,Length of Time for Grace Period,No Late Fees,"Length of Time for No Late Fees 
mm/dd/yyyy",Legal Counsel for Tenants,No Rent Raises,"Length of Time for No Rent Raises
mm/dd/yyyy",Foreclosure Moratorium,"Length of Time for Foreclosure Moratorium
mm/dd/yyyy",Housing Stabilization,Length of time for Housing Stabilization mm/dd/yyyy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DISTRICT OF COLUMBIA (DC) CURRENT SUMMARY,Eviction Cases & Enforcement Suspended,"The D.C. Council passed emergency legislation prohibiting filing and execution of evictions, foreclosures, and late fees during the time period for which the Mayor has declared a public health emergency. The legislation also prohibits utility shutoffs and requires a COVID-19 hardship alert on any consumer report. If a property has 5 or more units, property owners must offer tenants a payment plan program for past due rent and cannot report any tenant participating in the program to collections. The mayor passed a rental assistance program to provide support to tenants who can show proof of rent delinquency. ",Court/Legislation,,,Y,,,,post-emergency,,N,Y,All Suspended,N,Y,Y,N,Y,N,Y,Non-payment,Y,7/24/20,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,,Y,,Y,,,,,,,,,Y,,Y,
,DISTRICT OF COLUMBIA (DC) PEAK COVERAGE SUMMARY,,The DC Superior Court suspended landlord tenant and civil cases and stayed eviction and foreclosure cases until at least May 15. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DISTRICT OF COLUMBIA (DC),,,City Council,D.C. Council,,Y,DC_Council_DCAct23-317-COVIDOmnibus_050820,5/8/20,5/13/20,8/11/20,,N,N,N/A,N/A,Y,Y,Y,N,N,N,N/A,N/A,,N,N,Y,N,N,N,N,N,N,N,N,"Legislation requires credit reporting agencies to indicate Covid-19 related financial hardship during the Mayor's declared public health emergency and for sixty days following. Users of consumer reports may not take adverse information from that period into consideration. Creates a civil cause of action for violation of that requirement. Also requires residential and commercial landlords to develop rental-payment-plans with their tenants and allows for complaints to regulators. Amends D.C. Act 23-286 to strike ""commercial property."" Finally, forbids filing complaints for forcible entry and detainer during the period of the public health emergency and for sixty days after. ",Y,N/A,N/A,N,N,,N,,N,N,,N,,,
,DISTRICT OF COLUMBIA (DC),,,Legislation,D.C. Council,,Y,DC_Legislation_B23-0743_050520,5/5/20,5/5/20,,,N,N,N/A,N/A,N,N,N,Y,N,N/A,N/A,N,N/A,N,N,N,N,N,N,N,N,N,N,N,Prevents foreclosures during public health emergency,,,,,,,,,,,,Y,during the public health emergency,,
,DISTRICT OF COLUMBIA (DC),,,Legislation,D.C. Council,,Y,DC_Legislation_B23-0750_050620,5/6/20,5/6/20,,,N,Y,N/A,N/A,N/A,Y,,,,,,,,,N,Y,N,N,N,N,N,N,N,Y,Prohibits eviction filings during emergency and for 30 days after [§12]. Housing providers must develop payment plans for residential or commercial tenants who inform the housing provider that they are unable to pay as a result of the public health emergency [§9].,Y,,,,,,,,,,,,,,
,DISTRICT OF COLUMBIA (DC),,,Legislation,D.C. Council,,N,DC_Legislation_DC23-286_041020,4/10/20,4/10/20,7/9/20,,N,N,N/A,N/A,N/A,N,N,Y,N/A,N/A,N/A,N,N/A,N,N,N,N,N,N,N,N,N,N,Y,Mortgage services must develop a mortgage relief program for residential and commercial borrowers that includes 90-day deferment of mortgage payments for borrowers; waives late fees; and does not report netative credit information to any credit reporting agency [§202].  Rent freeze until 30 days after end of public health emergency [§203(c)]. Suspension of telecom shutoffs during the period of the emergency and for 15 days after it ends [§204(b)]. The Dept. of Environment may use funds to assist low-income residential customers pay oustanding water-bill balances [§204(d)]. ,,,,,,,,,,,,,,,
,DISTRICT OF COLUMBIA (DC),,,Legislation,D.C. Council,,Y,DC_EmergencyAmendment_Act_031120,3/17/20,3/27/20,90 days from enactment,,N,Y,N/A,N/A,N/A,Y,N,N,N,N,N/A,N,N/A,N,N,N,N,N,Y,Y,N,N,N,Y,"Utility providers are prohibited from disconnecting electric, water, or gas service during the public health emergency and for 15 days after its end [§§305-307]. Landlords may not evict tenants during the state of emergency [§308(b)]. Landlords may not charge late fees to tenants during the public health emergency [§312(b)].",,,,,,,,,,,,,,,
,DISTRICT OF COLUMBIA (DC),,,Legislation,D.C. Council,,Y,DC_PR23-0772_031720,3/17/20,,,,N/A,N/A,N/A,N/A,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,Y,Y,Resolution to protect tenants from eviction,,,,,,,,,,,,,,,
,DISTRICT OF COLUMBIA (DC),,,Court,D.C. Superior Court,Eviction Moratorium,N,DC_SuperiorCourt_AddendumToOrder_061920,6/19/20,6/19/20,8/14/20,,N,Y,In-Person Suspended & Remote Allowed,Y,Y,Y,N,Y,N,Y,Non-payment,Y,7/24/20,N,N,N,In Effect Y,In Effect Y,Y,N,N,N,N,N,"With the exception of landlord-tenant cases certified to the Civil Actions Branch (basically meaning any landlord-tenant case with a jury trial), all deadlines for other landlord-tenant cases are tolled and suspended during the period of the public health emergency (7/24/2020). Announces that a certain group of priority cases will be conducted remotely, and that all other non-priority cases will be rescheduled to after 8/14/2020. Nonpayment eviction cases do not appear to be part of the priority cases. All eviction and foreclosure proceedings continue to be stayed according to D.C. Council statute. But any motions in landlord-tenant matters that are unrelated to non-payment or unaffected by the statutory moratorium may be ruled on.",N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,N/A,,N/A,,N/A,
,DISTRICT OF COLUMBIA (DC),,,Court,D.C. Superior Court,,Y,DC_SuperiorCourt_AddendumToOrder_052620,5/26/20,5/26/20,6/19/20,,N,N,N/A,N/A,Y,N,N,N,N,N,N/A,Y,6/19/20,N,N,N,N,N,N,N,N,N,N,N,"Extends the tolling period (which was originally set to end on 5/15) to 6/19/20. The exact effect on each specific deadline varies based on which of the following two scenarios it fits into. Scenario A: If the event triggering the deadline occurred before the tolling period began—3/18/20—and the deadline was to occur during the tolling period—between 3/18 and 6/19—then the new deadline is delayed by the length of the tolling period (93 days) (e.g., if an order issued before 3/18 had a deadline on 3/28, then the new deadline would be 6/29, which is one tolling-period's-length after the original 3/28 deadline). Scenario B: if the event triggering the deadline occurred during the tolling period, then the countdown for that deadline will not start running until the day the tolling period ends (e.g., if an order issued on 3/28 had a deadline of 30 days, then those 30 days would not start running until 6/19).",,,,,,,,,,,,,,,
,DISTRICT OF COLUMBIA,,,Court,D.C. Superior Court,,Y,DC_SuperiorCourt_Order_031820,3/18/20,3/18/20,5/15/20,,N,N,All Suspended,N,Y,Y,N,Y,N,N,N/A,Y,05/15/20,N,N,N,Y,Y,N,N,N,N,N,Y,Reschedules eviction and foreclosure hearings to a date after May 15th.,,,,,,,,,,,,,,,
,DISTRICT OF COLUMBIA (DC),,,Court,D.C. Superior Court,,Y,DC_SuperiorCourt_Order_031520,3/15/20,3/15/20,5/1/20,,N,Y,All Suspended,N,Y,Y,N,Y,N,N,N/A,N,N/A,N,N,N,Y,Y,Y,N,,N,N,Y,Order suspends landlord tenant cases and stays eviction and foreclosure cases.,,,,,,,,,,,,,,,
,DISTRICT OF COLUMBIA (DC),,,Mayor,Mayor Muriel Bowser,,Y,DC_Mayor_2020-067-PhaseOneReopening_052720,5/27/20,5/29/20,7/24/20,,N,Y,N/A,N/A,N/A,Y,N/A,N/A,N/A,N,N/A,N/A,N/A,N/A,In Effect Y,N/A,N/A,N/A,Y,N/A,N/A,N/A,N/A,N,"Lifts the D.C. stay-at-home order effective 5/29/2020. Extends the citywide public health emergency until 7/24/2020. In conjunction with D.C. Code 3505.01(k)(3), which bars evictions during a mayoral public health emergency, this order effectively places a moratorium on evictions until 7/24/2020.",N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,N/A,,N/A,,,
,DISTRICT OF COLUMBIA (DC),,,Mayor,"DISB (Department of Insurance, Securities and Banking)",,N,DC_Mayor_DISBMortgageDefermentProgramGuidelines_050620,5/6/20,5/6/20,7/9/20,,N,N/A,N/A,N/A,N/A,N/A,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,N,"Applies to any entity that services a residential or commercial mortgage loan for real property located in the District of Columbia (with a few exceptions: Federal Home Loan Mortgage Corporation, Federal National Mortgage Association, or Government National Mortgage Association). The covered entities must establish a mortgage deferment program that, at a minimum, (a) grants a 90-day deferment period for borrowers, (b) waives all late fees, processing fees, or other fees accured during the pendency of the public health emergency, and (c) does not report to a credit bureau any delinquencies resulting from the deferral.",N,N/A,N/A,Y,Y,90 days,Y,pendency of public emergency,N/A,N/A,,N/A,,,
,DISTRICT OF COLUMBIA (DC),,,Mayor,Dept. of Housing and Community Development,Tenancy Preservation,N,DC_DHCD_Announcement_062420,6/24/20,6/24/20,open,,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Funded with $8.2 million to provide rent relief. Eligible applicants must be a District resident who has lived in a legal rental unit under District law since February 2020, earns between $21,2000 and $77,600 annually based on household size and has no more than three (3) months in arrears since April 2020. Applicant must be able to verify income and demonstrate proof of rent delinquency. Tenants receiving rental assistance from other sources are not eligible.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FEDERATED STATES OF MICRONESIA (FM) CURRENT SUMMARY,No Order/Declaration,"The FSM National Judiciary issued an order tolling deadlines expiring between 4/3 and 4/30 until 5/22, and encouraging courts to come up with plans to continue essential functions. The order allows civil proceedings to be held remotely upon request but does not suspend nonessential proceedings.",Court,,,Y,,4/3/20,4/3/20,open,,N,N,Local Discretion,Y,Y,N,N,N,N/A,N/A,N/A,Y,filing deadlines from 4/3--4/30 are tolled to 5/22,N,N,N,N,N,N,N,,N,N,N,Tolls deadlines; allows remote proceedings upon request. Nothing is suspended but order requests that courts plan for an outbreak/how to continue essential functions,,,,,,,,,,,,,,,
,FEDERATED STATES OF MICRONESIA (FM) PEAK COVERAGE SUMMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FEDERATED STATES OF MICRONESIA (FM),,,Court,,,Y,FM_SupremeCourt_EONo.1_040320,4/3/20,4/3/20,open,,N,N,Local Discretion,Y,Y,N,N,N,N/A,N/A,N/A,Y,filing deadlines from 4/3--4/30 are tolled to 5/22,N,N,N,N,N,N,N,,N,N,N,Tolls deadlines; allows remote proceedings upon request. Nothing is suspended but order requests that courts plan for an outbreak/how to continue essential functions,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GUAM (GU) CURRENT SUMMARY,Eviction Cases & Enforcement Suspended,"The Supreme Court of Guam has suspended all civil and criminal cases and tolled filing deadlines through 4/15/20. The Governor of Guam issued an emergency declaration prohibiting the initiation of any eviction or foreclosure actions involving real estate or property, whether rental or otherwise and tolled eviction and foreclosure actions currently in process for the duration of the public health emergency. The order does not clearly halt execution of past orders of eviction. ",Court/Governor,,,Y,,,,6/5/20 (court) end of public health emergency (governor),,N,N,All Suspended,N,Y,Y,Y,Y,N,N,N/A,Y,6/5/20 (court) duration of public health emergency (governor),N,N,Y,Y,Y,Y,N,,N,N,N,,,,,,,,,,,,,,,,
,GUAM (GU) PEAK COVERAGE SUMMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GUAM (GU),,,Court,,,Y,GU_SupremeCourt_AdminOrder_AO2020-239_050420,5/4/20,5/4/20,6/5/20,,N,N,All Suspended,N,Y,N,N,N,N/A,N/A,N/A,Y,6/5/20,N,N,N,In Effect Y,N,N,N,N,N,N,N,Extends prior order.,,,,,,,,,,,,,,,
,GUAM (GU),,,Court,,,Y,GU_SupremeCourt_No. ADM20-220_041020,4/10/20,4/10/20,5/6/20,,Y,N,All Suspended,N,Y,N,N,N,N/A,N/A,N/A,Y,5/6/20,N,N,N,In Effect Y,N,N,N,,N,N,N,Extends expiration of prior order,,,,,,,,,,,,,,,
,GUAM (GU),,,Court,,,Y,GU_SupremeCourt_Order_032720,3/27/20,3/27/20,4/15/20,,Y,N,All Suspended,N,Y,N,N,N,N/A,N/A,N/A,Y,4/14/20,N,N,N,In Effect Y,N,N,N,,N,N,N,Order extends expiration of prior order.,,,,,,,,,,,,,,,
,GUAM (GU),,,Court,,,Y,GU_SupremeCourt_Order_031620,3/16/20,3/16/20,3/30/20,,Y,N,All Suspended,N,Y,N,N,N,N/A,N/A,N/A,N,N/A,N,N,N,In Effect Y,N,N,N,,N,N,N,Order suspends in person proceedigns,,,,,,,,,,,,,,,
,GUAM (GU),,,Governor,,,Y,GU_Executive_Order_032820,3/28/20,3/28/20,end of public health emergency,,N,N,N/A,N/A,N/A,Y,Y,Y,N,N,N/A,Y,duration of public health emergency,N,N,Y,Y,Y,In Effect Y,N,,N,N,N,Declaration freezes all eviction and foreclosure actions and orders during public health emergency,,,,,,,,,,,,,,,
,GUAM (GU),,,Legislation,,,N,Rent Relief Legislation,5/11/20,,unknown because not passed yet,,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bill would establish rent and mortgage relief program.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MARSHALL ISLANDS (MH) CURRENT SUMMARY,No Order/Declaration,No Order,No Order/Declaration,,,No Order/Declaration,N/A,,,N/A,,N/A,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,,No Order/ Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,,No Order/Declaration,No Order/Declaration,N,,,,,,,,,,,,,,,,
,MARSHALL ISLANDS (MH) PEAK COVERAGE SUMMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MARSHALL ISLANDS (MH),,,No Order/Declaration,,,No Order/Declaration,N/A,,,N/A,,N/A,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,,No Order/ Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,No Order/Declaration,,No Order/Declaration,No Order/Declaration,N,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NORTHERN MARIANA ISLANDS (MP) CURRENT SUMMARY,Civil Cases Suspended,"All civil trials are suspended and will be resecheduled after June 5. This should include evictions, although the order does not mention them explicitly.",Court,,,Y,,4/1/20,4/4/20,6/5/20,,N,N,All Suspended,N,Y,N,N,N,N/A,N/A,N/A,N,,N,N,N,In Effect Y,N,N,N,,N,N,N,All civil trials/hearings postponed to date after 6/5,,,,,,,,,,,,,,,
,NORTHERN MARIANA ISLANDS (MP) PEAK COVERAGE SUMMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NORTHERN MARIANA ISLANDS (MP) ,,,Court,,,Y,MP_SupremeCourt_No2020ADM0005MSC_040420,4/1/20,4/4/20,6/5/20,,N,N,All Suspended,N,Y,N,N,N,N/A,N/A,N/A,N,,N,N,N,In Effect Y,N,N,N,N,N,N,N,All civil trials/hearings postponed to date after 6/5,,,,,,,,,,,,,,,
